Topic,Count,Name,Representation,Representative_Docs
96,26,96_1959_2031_累计_本土,"['1959', '2031', '累计', '本土', '转运', '24', '确诊', '病例', '时至', '报告']","['西安 本轮 疫情 累计 确诊 病例 1959 例 月 日 陕西 西安市 疫情 防控 新闻 发布会 介绍 疫情 防控 最新 情况 2022 年 月 日 时 24 时 西安 新增 本土 确诊 病例 46 例 2021 年 12 月 日 时 2022 年 月 日 24 时 西安 全市 累计 报告 本土 确诊 病例 1959 例 病例 均 转运 定点医院 隔离 治疗 新增 \u200b', '西安 本轮 疫情 累计 确诊 病例 1959 例 月 日 陕西 西安市 疫情 防控 新闻 发布会 介绍 疫情 防控 最新 情况 2022 年 月 日 时 24 时 西安 新增 本土 确诊 病例 46 例 2021 年 12 月 日 时 2022 年 月 日 24 时 西安 全市 累计 报告 本土 确诊 病例 1959 例 病例 均 转运 定点医院 隔离 治疗 新增 \u200b', '西安 本轮 疫情 累计 确诊 病例 1959 例 月 日 陕西 西安市 疫情 防控 新闻 发布会 介绍 疫情 防控 最新 情况 2022 年 月 日 时 24 时 西安 新增 本土 确诊 病例 46 例 2021 年 12 月 日 时 2022 年 月 日 24 时 西安 全市 累计 报告 本土 确诊 病例 1959 例 病例 均 转运 定点医院 隔离 治疗 新增 \u200b']"
97,26,97_停运_始发_旅客_12306,"['停运', '始发', '旅客', '12306', '开往', '退票', '公告', 'd8902', 'd8901', '列车']","['停运 信息 青海 门源 地震 影响 2022 年 月 13 日 西宁 开 D8901 D8903 D8905 次 门源 开 D8902 次 D8904 次 D8906 次 停运 铁路 部门 提醒 旅客 请 关注 车站 公告 拨打 12306 咨询 已购 停运 列车 车票 旅客 30 日内 全国 任意 火车站 退票 窗口 自助 售票机 12306 线上 免费 办理 退票 手续 \u200b', '停运 信息 青海 门源 地震 影响 2022 年 月 13 日 西宁 开 D8901 D8903 D8905 次 门源 开 D8902 次 D8904 次 D8906 次 停运 铁路 部门 提醒 旅客 请 关注 车站 公告 拨打 12306 咨询 已购 停运 列车 车票 旅客 30 日内 全国 任意 火车站 退票 窗口 自助 售票机 12306 线上 免费 办理 退票 手续 \u200b', '停运 信息 受 月 12 日 青海 门源 地震 影响 2022 年 月 13 日 西宁 开往 门源 D8901 D8903 D8905 次 门源 开往 西宁 D8902 次 D8904 次 D8906 次 停运 铁路 部门 提醒 旅客 请 关注 车站 公告 拨打 12306 咨询 已购 停运 列车 车票 旅客 30 日内 全国 任意 火车站 退票 窗口 自助 售票机 12306 线上 \u200b']"
98,25,98_a股_上涨_价格_万辆,"['a股', '上涨', '价格', '万辆', '指数', '市场', '上调', '焦煤', '焦企', '跌幅']","['财经 中药材 价格 持续 上涨 明星 药品 纷纷 涨 \u3000 \u3000 A股 中药 板块 持续 火爆 中证 中药 指数 2021 年 11 月份 累计 涨幅 高达 30% 板块 中超 九成 股票 上涨 陇神 戎发 300534 龙津 药业 002750 精华 制药 002349 股票 更是 翻倍 月 日 A股 走势 疲软 午后 中药 板块 率先 发起 冲锋 \u200b', '题材 抢先 锂电池 | 特斯拉 四季度 交付 量 超 预期 供需 紧缺 背景 下锂 盐 价格 上行 这家 公司 手握 盐湖 氯化锂 资源 储备 特斯拉 2021 年 第四季度 交付 30.86 万辆 汽车 超出 市场 预期 此前 市场 预估 26.3422 万辆 第四季度 汽车产量 30.584 万辆 此前 市场 预估 28.0949 万辆 特斯拉 上调 Model3 \u200b', '特斯拉 交付 再超 预期 特斯拉 2021 年 第四季度 交付 30.86 万辆 汽车 超出 市场 预期 此前 市场 预估 26.3422 万辆 第四季度 汽车产量 30.584 万辆 此前 市场 预估 28.0949 万辆 特斯拉 上调 Model3 ModelY 两款 车型 后轮 驱动 版 售价 万元 2.1 万元 大众 官方 公布 旗下 车型 2022 年 月 日起 涨价 信息 ID \u200b']"
99,25,99_新年贺词_转起_意义_全文,"['新年贺词', '转起', '意义', '全文', '新年', '大事', '里程碑', '党和国家', '亲历', '前夕']","['2022 新年贺词 全文 转起 中国 加油 新年 前夕 国家 主席 习近平 中央 广播电视 总台 互联网 发表 二 〇 二 二年 新年贺词 2022 新年贺词 全文如下 2022 年 到来 北京 致以 新年 祝福 回首 一年 意义 非凡 亲历 党和国家 历史 里程碑 意义 大事 两个 \u200b', '2022 新年贺词 全文 转起 中国 加油 新年 前夕 国家 主席 习近平 中央 广播电视 总台 互联网 发表 二 〇 二 二年 新年贺词 2022 新年贺词 全文如下 2022 年 到来 北京 致以 新年 祝福 回首 一年 意义 非凡 亲历 党和国家 历史 里程碑 意义 大事 两个 \u200b', '2022 新年贺词 全文 转起 中国 加油 新年 前夕 国家 主席 习近平 中央 广播电视 总台 互联网 发表 二 〇 二 二年 新年贺词 2022 新年贺词 全文如下 2022 年 到来 北京 致以 新年 祝福 回首 一年 意义 非凡 亲历 党和国家 历史 里程碑 意义 大事 两个 \u200b']"
100,25,100_动态_态势_趋于_下降,"['动态', '态势', '趋于', '下降', '见成效', '个市', '浙江', '各项措施', '近期', '减少']","['陕西 广东 河南 浙江 疫情 最新 研判 国家 卫健委 陕西 西安 疫情 近期 呈 动态 下降 态势 风险 区域 减少 社区 病例 趋于 动态 清零 防控 工作 见成效 各项措施 强化 河南 关联 疫情 累计 报告 175 例 感染者 波及 河南 上海 浙江 省份 个市 广东 深圳 疫情 境外 输入 本土 疫情 \u200b', '国家 卫健委 研判 陕西 广东 河南 浙江 疫情 国家 卫健委 陕西 西安 疫情 近期 呈 动态 下降 态势 风险 区域 减少 社区 病例 趋于 动态 清零 防控 工作 见成效 各项措施 强化 河南 关联 疫情 累计 报告 175 例 感染者 波及 河南 上海 浙江 省份 个市 广东 深圳 疫情 境外 输入 本土 疫情 \u200b', '国家 卫健委 陕西 西安 疫情 近期 呈 动态 下降 态势 陕西 广东 河南 浙江 疫情 最新 研判 国家 卫健委 陕西 西安 疫情 近期 呈 动态 下降 态势 风险 区域 减少 社区 病例 趋于 动态 清零 防控 工作 见成效 各项措施 强化 河南 关联 疫情 累计 报告 175 例 感染者 波及 河南 上海 浙江 省份 个市 \u200b']"
101,25,101_定格_美好_画出_环绕着,"['定格', '美好', '画出', '环绕着', '怀抱', '守盼', '滑轮', '永恒', '无论是', '穿梭']","['定格 美好 画出 陕西 抗疫 温暖 瞬间 近日 一位 市民 陕西 疫情 防控 做出 贡献 无论是 滑轮 志愿者 穿梭 社区 身影 环绕着 转运 确诊 患儿 护士 怀抱 画笔 记录 抗疫 温暖 瞬间 定格 成 永恒 美好 守盼 春暖花开 时 L 陕视 新闻 微博 视频 \u200b', '定格 美好 画出 陕西 抗疫 温暖 瞬间 近日 一位 市民 陕西 疫情 防控 做出 贡献 无论是 滑轮 志愿者 穿梭 社区 身影 环绕着 转运 确诊 患儿 护士 怀抱 画笔 记录 抗疫 温暖 瞬间 定格 成 永恒 美好 守盼 春暖花开 时 L 陕视 新闻 微博 视频 \u200b', '定格 美好 画出 陕西 抗疫 温暖 瞬间 近日 一位 市民 陕西 疫情 防控 做出 贡献 无论是 滑轮 志愿者 穿梭 社区 身影 环绕着 转运 确诊 患儿 护士 怀抱 画笔 记录 抗疫 温暖 瞬间 定格 成 永恒 美好 守盼 春暖花开 时 L 陕视 新闻 微博 视频 \u200b']"
102,25,102_协会_馒头_圈住_名为,"['协会', '馒头', '圈住', '名为', '还称', '早早', '未登记', '擅自', '非法组织', '团体']","['西安 馒头 协会 骂 西安 圈住 猪 通报 非法组织 取缔 近日 陕西 西安 名为 西安 馒头 协会 微信群 群聊 中 商量 馒头 涨价 还称 西安 圈住 猪 早早 排队 撵 撵 走 调查 协会 未登记 擅自 社会 团体 活动 全市 疫情 防控 时期 恶劣 社会 影响 \u200b', '西安 馒头 协会 骂 西安 圈住 猪 通报 非法组织 取缔 近日 陕西 西安 名为 西安 馒头 协会 微信群 群聊 中 商量 馒头 涨价 还称 西安 圈住 猪 早早 排队 撵 撵 走 调查 协会 未登记 擅自 社会 团体 活动 全市 疫情 防控 时期 恶劣 社会 影响 \u200b', '西安 馒头 协会 骂 西安 圈住 猪 通报 非法组织 取缔 近日 陕西 西安 名为 西安 馒头 协会 微信群 群聊 中 商量 馒头 涨价 还称 西安 圈住 猪 早早 排队 撵 撵 走 调查 协会 未登记 擅自 社会 团体 活动 全市 疫情 防控 时期 恶劣 社会 影响 \u200b']"
103,25,103_轨迹_公共场所_活动_公布,"['轨迹', '公共场所', '活动', '公布', '郭杜', '流调', '确诊', '24', '尚侨湾', '现将']","['月 10 日 24 时 西安市 新增 13 例 本土 确诊 病例 活动 轨迹 公布 关注 陕西 疫情 疾控 部门 流调 情况 现将 月 10 日 24 时 我市 新增 13 例 确诊 病例 公共场所 活动 轨迹 公布 确诊 病例 12 均 隔离 人员 公共场所 活动 轨迹 确诊 病例 10 11 尚侨湾 小区 长安区 郭杜 街道 郭杜 \u200b', '陕西 疫情 快讯 月 10 日 24 时 西安市 新增 13 例 本土 确诊 病例 活动 轨迹 公布 疾控 部门 流调 情况 现将 月 10 日 24 时 西安市 新增 13 例 确诊 病例 公共场所 活动 轨迹 公布 确诊 病例 12 均 隔离 人员 公共场所 活动 轨迹 确诊 病例 10 11 尚侨湾 小区 长安区 郭杜 街道 \u200b', '月 10 日 24 时 西安市 新增 13 例 本土 确诊 病例 活动 轨迹 公布 关注 陕西 疫情 疾控 部门 流调 情况 现将 月 10 日 24 时 我市 新增 13 例 确诊 病例 公共场所 活动 轨迹 公布 确诊 病例 12 均 隔离 人员 公共场所 活动 轨迹 确诊 病例 10 11 尚侨湾 小区 长安区 郭杜 街道 郭杜 \u200b']"
104,25,104_氧气瓶_魏文娟_半月_电瓶车,"['氧气瓶', '魏文娟', '半月', '电瓶车', '接送', '执勤', '氧气', '不想', '老人', '同事']","['防疫 女辅警 连续 半月 骑 电瓶车 执勤 执勤点 偏 不想 麻烦 同事 接送 陕西 疫情 防控 近日 陕西 西安 十里铺 派出所 女警 魏文娟 冬至 参与 疫情 防控 已近 半月 没 回家 骑着 电瓶车 上班 执勤 居民 送 物资 呼叫 做 核酸 维持秩序 魏文娟 称 负责 小区 偏僻 不想 同事 绕道 接送 丈夫 \u200b', '防疫 女辅警 连续 半月 骑 电瓶车 执勤 执勤点 偏 不想 麻烦 同事 接送 陕西 疫情 防控 近日 陕西 西安 十里铺 派出所 女警 魏文娟 冬至 参与 疫情 防控 已近 半月 没 回家 骑着 电瓶车 上班 执勤 居民 送 物资 呼叫 做 核酸 维持秩序 魏文娟 称 负责 小区 偏僻 不想 同事 绕道 接送 丈夫 \u200b', '防疫 女辅警 连续 半月 骑 电瓶车 执勤 执勤点 偏 不想 麻烦 同事 接送 陕西 疫情 防控 近日 陕西 西安 十里铺 派出所 女警 魏文娟 冬至 参与 疫情 防控 已近 半月 没 回家 骑着 电瓶车 上班 执勤 居民 送 物资 呼叫 做 核酸 维持秩序 魏文娟 称 负责 小区 偏僻 不想 同事 绕道 接送 丈夫 \u200b']"
105,25,105_金融服务_39473_受困_41838,"['金融服务', '39473', '受困', '41838', '387', '群体', '房间', '启用', '隔离', '投入使用']","['西安 回应 隔离 酒店 服务 保障 短板 月 日 陕西省 西安市 45 场新冠 肺炎 疫情 防控 工作 新闻 发布会 西安市 商务局 局长 张 选民 称 16 时 西安 投入使用 隔离 点 387 隔离 人员 39473 启用 房间 41838 间 加快 阻断 疫情 传播 发挥 作用 落实 隔离 工作 中 确实 \u200b', '西安 回应 隔离 酒店 服务 保障 短板 月 日 陕西省 西安市 45 场新冠 肺炎 疫情 防控 工作 新闻 发布会 西安市 商务局 局长 张 选民 称 16 时 西安 投入使用 隔离 点 387 隔离 人员 39473 启用 房间 41838 间 加快 阻断 疫情 传播 发挥 作用 落实 隔离 工作 中 确实 \u200b', '西安 进一步 隔离 酒店 服务 保障 记者 西安市 45 场新冠 肺炎 疫情 防控 工作 新闻 发布会 16 时 西安 投入使用 隔离 点 387 隔离 人员 39473 启用 房间 41838 间 加快 阻断 疫情 传播 发挥 作用 西安市 商务局 局长 张 选民 称 落实 隔离 工作 中 确实 \u200b']"
106,25,106_中西医_融合_救治_联控,"['中西医', '融合', '救治', '联控', '联防', '国务院', '中医院', '张忠德', '副校长', '综合']","['国务院 联防 联控 机制 综合 组 专家 谈 西安 疫情 ｜ 阻断 重症 发展 中西医 疗效 中西医 融合 阻断 确诊 患者 由轻 转重 过程 中 起到 作用 国务院 联防 联控 机制 综合 组 陕西 工作组 医疗 救治 组 专家 广州 中医药大学 副校长 广东省 中医院 副 院长 张忠德 介绍 中西医 阻断 普通型 重症 倾向 患者 \u200b', '国务院 联防 联控 机制 综合 组 专家 谈 西安 疫情 ｜ 阻断 重症 发展 中西医 疗效 中西医 融合 阻断 确诊 患者 由轻 转重 过程 中 起到 作用 国务院 联防 联控 机制 综合 组 陕西 工作组 医疗 救治 组 专家 广州 中医药大学 副校长 广东省 中医院 副 院长 张忠德 介绍 中西医 阻断 普通型 重症 倾向 患者 \u200b', '国务院 联防 联控 机制 综合 组 专家 谈 西安 疫情 ｜ 阻断 重症 发展 中西医 疗效 中西医 融合 阻断 确诊 患者 由轻 转重 过程 中 起到 作用 国务院 联防 联控 机制 综合 组 陕西 工作组 医疗 救治 组 专家 广州 中医药大学 副校长 广东省 中医院 副 院长 张忠德 介绍 中西医 阻断 普通型 重症 倾向 患者 \u200b']"
107,25,107_平安_网页_链接_海北,"['平安', '网页', '链接', '海北', '发生', '门源', '半弦', '6o', '半圆', '青海']","['愿 平安 青海 海北 州 门源 县 发生 地震 6.9 级 O 网页 链接 \u200b', '愿 平安 青海 海北 州 门源 县 发生 地震 6.9 级 O 网页 链接 \u200b', '愿 平安 青海 海北 州 门源 县 发生 地震 6.9 级 O 网页 链接 \u200b']"
108,25,108_会议_党史_学习_住房,"['会议', '党史', '学习', '住房', '生态环境', '教育', '十三届', '规划', '筹备工作', '精神']","['省委 常委会 会议 认真学习 贯彻 习近平 总书记 重要讲话 精神 部署 疫情 防控 拓展 党史 学习 教育 成果 工作 刘国 中 主持会议 时政 陕西 月 日 省委 常委会 会议 认真学习 习近平 总书记 中央政治局 党史 学习 教育 专题 民主 生活 中央政治局 常务委员会 会议 中央 深化改革 委员会 第二十三 次 会议 \u200b', '省 人大常委会 省 十三届 人大 七次 会议 筹备工作 第二次 会议 月 日 省 人大常委会 省 十三届 人大 七次 会议 第二次 筹备工作 会议 听取 会议 筹备工作 进展 情况汇报 对下 一步 工作 安排 部署 省 人大常委会 党组书记 副 主任 张 光荣 出席 讲话 省政府 副省长 秘书长 杨志文 参加 会议 张 光荣 \u200b', '全省 党史 学习 教育 会议 王建军 讲话 全省 党史 学习 教育 会议 主会场 青海 日报 记者 刘端 强 王湘琳 摄 月 日 全省 党史 学习 教育 会议 西宁 会议 学习 贯彻 习近平 总书记 指示 中央 党史 学习 教育 会议 精神 我省 党史 学习 教育 成效 经验 拓展 党史 学习 教育 成果 \u200b']"
109,24,109_余额_万亿_大中小学_城市,"['余额', '万亿', '大中小学', '城市', '即日起', '官宣', '离津', '再迎', '首个', 'm2']","['月 13 日中公 早报 星期四 农历 腊月 十一 2021 年 12 月末 M2 余额 同比 增 9% M1 余额 增 3.5% 中国 城市 GDP 万亿 俱乐部 再迎 扩容 东莞 24 万亿 城 北京 全国 首个 官宣 万亿元 城市 天津 疫情 元旦 长假 期间 12 月 23 日 超 33 万 学生 离津 即日起 大中小学 寒假 学校 \u200b', '月 13 日中公 早报 星期四 农历 腊月 十一 2021 年 12 月末 M2 余额 同比 增 9% M1 余额 增 3.5% 中国 城市 GDP 万亿 俱乐部 再迎 扩容 东莞 24 万亿 城 北京 全国 首个 官宣 万亿元 城市 天津 疫情 元旦 长假 期间 12 月 23 日 超 33 万 学生 离津 即日起 大中小学 寒假 学校 \u200b', '月 13 日中公 早报 星期四 农历 腊月 十一 2021 年 12 月末 M2 余额 同比 增 9% M1 余额 增 3.5% 中国 城市 GDP 万亿 俱乐部 再迎 扩容 东莞 24 万亿 城 北京 全国 首个 官宣 万亿元 城市 天津 疫情 元旦 长假 期间 12 月 23 日 超 33 万 学生 离津 即日起 大中小学 寒假 学校 \u200b']"
110,24,110_新增_本土_174_确诊,"['新增', '本土', '174', '确诊', '出院', '累计', '病例', '报告', '筛查', '32']","['月 12 日 陕西 新增 病例 降至 例 详情 公布 月 12 日 24 时 新增 报告 本土 确诊 病例 例 均 西安市 隔离 管控 发现 例 重点 人群 筛查 发现 例 治愈 出院 122 例 西安 疫情 2021 年 12 月 日 全省 累计 报告 本土 确诊 病例 2058 例 西安市 2031 例 咸阳市 13 例 延安市 13 例 渭南市 例 出院 67 \u200b', '月 12 日 陕西 新增 病例 降至 例 详情 公布 月 12 日 24 时 新增 报告 本土 确诊 病例 例 均 西安市 隔离 管控 发现 例 重点 人群 筛查 发现 例 治愈 出院 122 例 西安 疫情 2021 年 12 月 日 全省 累计 报告 本土 确诊 病例 2058 例 西安市 2031 例 咸阳市 13 例 延安市 13 例 渭南市 例 出院 67 \u200b', '月 日 陕西 新增 30 例 本土 确诊 病例 月 日 24 时 新增 报告 本土 确诊 病例 30 例 均 西安市 隔离 管控 发现 26 例 管控 区 筛查 发现 例 治愈 出院 83 例 例为 12 月 日 发布 境外 输入 关联 本土 确诊 病例 2021 年 12 月 日 全省 累计 报告 本土 确诊 病例 2016 例 西安市 1989 例 咸阳市 13 例 延安市 \u200b']"
